"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031647","GO:0031647","regulation of protein stability","131/5323","289/14636",0.000975609084427356,0.022121731119673,0.0187308620303301,"ANK2/ATF7IP/ATP1B2/B4GALT5/BAG1/BAG3/BAG6/BMP2/BTRC/CAMLG/CAPN3/CASP3/CCNH/CCT2/CCT3/CCT5/CCT6A/CCT7/CDC37/CDKN2AIP/CEP63/CHFR/CLU/CMTM6/CREBL2/CRYAB/CSNK2A1/CTSA/DDOST/DERL1/DNLZ/DVL1/DVL3/EFNA1/EPHA4/FBXO7/FBXW11/FBXW7/FLOT2/GET4/GNAQ/GNL3L/GRN/HCFC1/HIP1/HOXB-AS3/HSP90AA1/HSP90AB1/HSP90AB3P/HSPA1A/HSPA1B/HSPA8/HTT/IFT46/INSC/IRGM/ISOC2/KAT2A/LAMP1/LAMP2/LSS/MAPK1/MDM2/MDM4/MFSD1/MORC3/MSX1/MTOR/MYLIP/NAPG/NCLN/NF2/NR1D1/OTUD3/PARK7/PARVA/PDCL3/PEX19/PEX2/PEX6/PFDN6/PFN1/PFN2/PIH1D1/PIK3R1/PIM1/PLK1/POLR2E/PPARGC1A/PRKRA/QRSL1/RABL3/RAD23A/RASSF2/RNF128/RNF149/RPAP3/RUVBL1/RUVBL2/SEC16A/SENP2/SERF2/SIRT6/SOX4/SREBF1/STK3/STK4/STXBP1/SWSAP1/TADA3/TAF9B/TELO2/TNIP2/TRIM44/UBL4A/URI1/USP13/USP19/USP2/USP25/USP28/USP33/USP4/USP7/USP8/UXT/VHL/VPS35/WDR81/WIZ/ZSWIM7",131
"GO:0032507","GO:0032507","maintenance of protein location in cell","35/5323","62/14636",0.000980880096594784,0.022121731119673,0.0187308620303301,"AKT1/ARL2BP/BBS4/CAV1/CCDC88A/CDK5/CIZ1/DBN1/FKRP/GOLPH3/GPAA1/HK1/HNRNPU/HSPA5/INSIG1/KDELR1/KDELR2/KDELR3/MORC3/PARK7/PDIA2/RANGAP1/RER1/SCIN/SKP1/SORL1/SUN2/SYNE1/TAF8/TMED2/TMSB4X/TSPO/TWF1/TWF2/VPS13D",35
"GO:0051650","GO:0051650","establishment of vesicle localization","86/5323","180/14636",0.00104433249446571,0.0234150338232837,0.0198259243640027,"ACTN4/AP1G1/AP3B1/AP3D1/AP3M1/AP3M2/ARFGAP2/ARFGAP3/ATP9A/BAIAP3/BBS2/BBS5/BLOC1S3/C17orf75/CDH3/CDK5/CLN3/COPS5/CSNK1D/CTNNB1/DCTN1/DNM1/DNM2/DNM3/EXOC3/EXOC4/EXOC5/EXOC7/EXOC8/FBXW11/FYCO1/GBF1/HGS/HTT/ITGA4/KIF13A/KIF1A/KIF1C/KIF3A/KIF3B/KIF5A/LIMK2/LIN7A/MECP2/MREG/MYO5A/MYO5C/PDCD6/PEF1/PPFIA2/PPP6C/RAB11B/RAB7A/RASGRP1/SAR1A/SAR1B/SCRIB/SDC1/SDC4/SDCBP/SEC16A/SNAP23/SNAP25/SNAP29/SNAPIN/SNF8/SPG11/STARD3NL/STXBP1/SYT11/SYT4/TANC2/TMED2/TRAK2/TRAPPC1/TRAPPC10/TRAPPC12/TRAPPC2L/TRAPPC3/TRAPPC5/TRAPPC6A/UNC13A/UNC13B/VPS4A/WIPI1/YKT6",86
"GO:0140747","GO:0140747","regulation of ncRNA transcription","47/5323","89/14636",0.00108951179470031,0.0242859780283778,0.020563368267171,"BMP2/BMP4/CC2D1A/EGFR/EGR1/FGF2/FOS/FOSL1/GATA2/GNL3/HIF1A/JUN/KLF4/KLF5/LARP7/MEPCE/MTOR/MYB/MYC/MYCN/NCL/NFATC4/NFIB/NOL11/NOTCH3/PIH1D1/PPARA/PPARD/PPARG/PWP1/RELA/SIRT7/SMAD1/SMAD6/SMARCA4/SMARCB1/SOX9/SREBF1/STAT3/TEAD1/TGFB1/TWIST1/VEGFA/WDR82/ZC3H4/ZNF143/ZNF512B",47
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","95/5323","202/14636",0.00112762218724268,0.0245431614678836,0.0207811300461118,"ACTB/ACTL6A/ACVR1B/ADAM17/ADAMTS1/AKT1/ARID1B/ARID2/BCL7A/BCL7B/BCL7C/BID/BRD7/BTN2A2/CACNB4/CASP2/CCNA2/CCND1/CCND2/CCND3/CCNE1/CCNH/CDC25A/CDC6/CDK2AP2/CDK4/CDK6/CDKN1A/CDKN2B/CTDSP1/CTDSP2/CUL1/CUL2/CUL4A/CUL4B/CUL5/DBF4/DPF1/DPF2/E2F1/EGFR/EIF4G1/FBXO7/FHL1/GTSE1/ID4/INHBA/INO80/ITGB1/KANK2/KHDRBS1/KLF11/KLF4/LATS2/MDM2/MEPCE/MNAT1/MTBP/MYC/PBRM1/PKD1/PLK2/PLK3/PLRG1/POLE/PPP2CA/PPP6C/PRMT2/PSME1/PSME3/PTPN6/RBBP8/RCC1/RDX/RFWD3/RHOU/RPA2/RPL26/RPS27L/RPS6KB1/RPTOR/RRM1/RRM2/SKP2/SLFN11/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/STIL/TFDP1/TRIAP1/WAC/WEE1",95
"GO:0006611","GO:0006611","protein export from nucleus","33/5323","58/14636",0.00112865322722472,0.0245431614678836,0.0207811300461118,"AHCYL1/ANP32B/BAG3/CDK5/CSE1L/DNAJC27/EMD/GAS6/MDM2/NUP214/NUTF2/NXT1/PARK7/PKD1/PPM1A/PRKACA/PTPN11/RAN/RANBP3/RANBP3L/RANGAP1/RAPGEF3/RBM22/SFN/SIRT6/SIRT7/TGFB1/XPO1/XPO4/XPO5/XPO6/XPO7/YWHAE",33
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","85/5323","178/14636",0.00113504402221144,0.0245431614678836,0.0207811300461118,"ALKBH4/ARID1B/ARID4A/ARID4B/ASH2L/ATF7IP/ATRX/AXIN1/BAHD1/BCL6/BEND3/BMI1/BRCA1/BRD7/CDKN1C/CENPV/CREBZF/CTCF/CTCFL/CTR9/DDB1/DOT1L/EHMT1/EZH1/GLMN/GLYR1/GPX1/GSK3A/HDAC1/HELLS/HMGB1/HNRNPU/IFI16/ING2/JARID2/L3MBTL3/LMNB1/LMNB2/MBD2/MBD3/MECP2/MEN1/METTL23/METTL3/MTF2/MYC/NOC2L/PADI2/PHF19/PHF2/PICK1/PPHLN1/PPM1D/PRMT7/RBM14/RBM15/RBM15B/RLIM/RNF168/SIN3A/SIRT2/SIRT6/SIRT7/SMARCA4/SMARCA5/SMARCB1/SMARCD1/SMYD5/SPHK2/SPTY2D1/SUV39H1/SUZ12/TDG/TET1/TFAP2C/TRIM28/TRMT112/UHRF1/USP7/WBP2/WDR5/XIST/ZMPSTE24/ZNF335/ZNF445",85
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","118/5323","258/14636",0.00114020138306283,0.0245431614678836,0.0207811300461118,"ABL1/ADAR/ADARB1/ADNP/AIDA/AKT1/AKT1S1/ATG14/BAK1/BAX/BDKRB2/BMP2/C9orf72/CALM1/CALM2/CALM3/CAMK2N1/CAV1/CDK5RAP3/CDKN1A/CDKN1C/CEP85/CHMP6/CNKSR3/CORO1C/CTDSP1/CTDSP2/DAB2IP/DEPTOR/DUSP10/DUSP3/DUSP7/DVL1/EIF4G1/EPHB2/FBLN1/GADD45A/GNAQ/GPD1L/HEG1/HEXIM1/HIPK3/HSPB1/HYAL2/IMPACT/INPP5J/INPP5K/INSM1/IPO5/IPO7/ITGB1BP1/LATS2/LRP6/MEN1/MICAL1/MVP/MYADM/NCK1/NF2/NNT/NR2F2/OCLN/PAK2/PARD6A/PARK7/PDE4D/PDPK1/PIBF1/PKIB/PKIG/PKN1/PLK1/PPARG/PPIA/PPM1F/PPP1R15B/PPP2CA/PPP2R1A/PPP2R5D/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PRR5L/PTPN1/PTPN2/PTPN6/PTPRJ/PWP1/RASSF2/RGS14/SFN/SFRP1/SIRT2/SLC8A1/SLIT2/SMCR8/SOCS4/SPAG9/SPRED1/SPRY2/SPRY4/TAF7/TARBP2/TERF2IP/TFAP4/TGFB1/TMED2/TRAF3IP1/TRIB2/TRIB3/TSC2/UBASH3B/UCHL1/VPS25/YWHAG/ZC3H12A/ZGPAT",118
"GO:0061448","GO:0061448","connective tissue development","118/5323","258/14636",0.00114020138306283,0.0245431614678836,0.0207811300461118,"ACTA2/ADAMTS7/ARRDC3/BARX2/BBS2/BBS4/BMP1/BMP2/BMP3/BMP4/BMP7/CBS/CD44/CHST11/COL11A2/COL27A1/COL2A1/COL3A1/COL5A1/CREB3L2/CSF1/CSGALNACT1/CTNNB1/DYRK1B/EBF2/EFEMP1/EGR1/EIF2AK3/EXT2/FGF2/FKRP/FTO/GDF7/GHR/GLG1/HAND2/HES5/HIF1A/HOXA11/HOXA3/HOXA5/HOXD3/HRAS/HYAL2/HYAL3/ID4/IL6R/KAT2A/LIPA/LOXL2/LTBP3/MAPK3/MATN3/MBOAT2/MDK/MEF2C/MEX3C/MSX1/MSX2/NCOA1/NCOA2/NFIA/NFIB/NOG/NPPC/NR1H4/PARP1/PAXIP1/PBXIP1/PGRMC2/PITX1/PKD1/POU4F2/PPARD/PPARG/PPARGC1A/PRRX1/PTPN11/RARB/RARG/RASAL2/RUNX1/RUNX2/SCIN/SERPINH1/SH3PXD2B/SHOX2/SLC25A25/SLC26A2/SLC39A14/SMAD1/SMAD5/SNAI2/SNX19/SORL1/SOX5/SOX8/SOX9/STC1/SULF1/SULF2/TAPT1/TBL1XR1/TGFB1/TGFBR2/THBS3/THRA/TRPM4/TRPS1/TRPV4/TYMS/WNT11/WNT5B/WNT7B/XBP1/ZEB1/ZMPSTE24/ZNF219",118
"GO:0032204","GO:0032204","regulation of telomere maintenance","50/5323","96/14636",0.00115190976467022,0.0245431614678836,0.0207811300461118,"ACD/ACTL6A/ACTR5/ATR/ATRX/AURKB/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCP2/DKC1/EXOSC10/GCH1/GNL3/GNL3L/HMBOX1/HNRNPD/HNRNPU/INO80/INO80D/INO80E/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/MYC/NAT10/NBN/NFRKB/PARN/PARP1/PIF1/PKIB/POT1/RAD50/RUVBL1/RUVBL2/SIRT6/SMG5/SMG6/TERF2IP/UCHL5/UPF1/USP7/XRCC5/XRN1",50
"GO:0070849","GO:0070849","response to epidermal growth factor","25/5323","41/14636",0.00115226110177857,0.0245431614678836,0.0207811300461118,"AKT1/ASCL1/BAIAP2/CAD/DAB2/DAB2IP/DUSP3/EEF1A1/EGFR/ERBB2/FOS/INPP5K/IQGAP1/MAPK1/MAPK3/MED1/NCL/PDPK1/PPP1R9B/PTPN11/PTPN12/SNAI2/SOX9/ZFP36/ZFP36L1",25
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","25/5323","41/14636",0.00115226110177857,0.0245431614678836,0.0207811300461118,"AKT1/ARL2BP/BBS4/CDK5/CIZ1/FKRP/GPAA1/HK1/HNRNPU/HSPA5/INSIG1/KDELR1/KDELR2/KDELR3/MORC3/PARK7/PDIA2/RANGAP1/RER1/SKP1/SUN2/SYNE1/TAF8/TMED2/TSPO",25
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","97/5323","207/14636",0.00116574743582381,0.0246932357400468,0.0209082005936646,"ABL1/ANGEL2/AURKAIP1/AURKB/AVEN/BABAM1/BCL6/BIRC5/BMP4/BMP7/BRCA1/BRCC3/BRD7/BRSK1/BTG1/BTG2/BTG3/BTN2A2/CACNB4/CASP2/CCNB1/CCND1/CCNG1/CDC20/CDC6/CDCA8/CDK2AP2/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CHFR/CTDSP1/CTDSP2/CTNNB1/DTL/DYNC1LI1/EGFR/EME1/EME2/FBXO7/FHL1/FZR1/GEN1/GTSE1/HUS1/IER3/IK/INCENP/INHBA/INTS3/KANK2/KLF4/KNTC1/MAD2L2/MBTPS2/MDM2/MIIP/MSH2/MTBP/MUS81/NAE1/NBN/NEK11/NLE1/ORC1/PKMYT1/PLK1/PLK2/PLK3/PRMT2/RAD50/RBBP8/RFWD3/RINT1/RPA2/RPL26/RPS27L/SCRIB/SLFN11/SPC24/SPC25/TOM1L1/TOPBP1/TRIAP1/TRIP13/USP47/VPS4A/WAC/WEE1/XPC/XRCC3/YTHDC2/ZFP36L1/ZW10/ZWILCH/ZWINT",97
"GO:0014032","GO:0014032","neural crest cell development","42/5323","78/14636",0.0011862806384836,0.0248535517374105,0.0210439429915641,"ALDH1A2/BMP4/BMP7/CDC42/CITED2/CORO1C/EDNRA/EDNRB/FN1/GBX2/GDNF/HAND2/HES1/HIF1A/JAG1/KBTBD8/KITLG/LAMA5/MAPK1/MAPK3/NOLC1/NRP2/NRTN/PDCD6/PEF1/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SNAI2/SOX8/SOX9/TAPT1/TBX1/TCOF1/TWIST1",42
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","42/5323","78/14636",0.0011862806384836,0.0248535517374105,0.0210439429915641,"ATAD5/BAG6/BAX/BCL3/BDKRB2/CD44/CDKN1A/DDIT4/DDX5/DYRK2/E2F1/E2F2/EDA2R/EIF5A/ERCC2/FHIT/HINT1/HNRNPK/IFI16/ING2/MDM2/MSH2/MSX1/MYBBP1A/MYC/NUPR1/PDK2/PERP/PMAIP1/POU4F1/POU4F2/PTTG1IP/RPL26/RPS27L/SHISA5/TAF9B/TP53BP2/TP73/TRIAP1/USP15/USP28/ZNF385A",42
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","24/5323","39/14636",0.0011998280012017,0.0249568928300962,0.0211314437273197,"CD2BP2/CLNS1A/COIL/GEMIN4/GEMIN5/GEMIN7/LSM2/LSM4/PRMT5/PRMT7/PRPF19/PRPF3/PRPF6/PRPF8/SART3/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/STRAP/TSSC4/USP4/WDR77",24
"GO:0031929","GO:0031929","TOR signaling","71/5323","145/14636",0.00120966279204162,0.0249568928300962,0.0211314437273197,"AKT1/AKT1S1/ATXN3/C9orf72/CCDC88A/CLEC16A/CTNS/DDIT4/DEPDC5/DEPTOR/EIF4EBP2/FAM83D/FBXO9/FNIP2/GAS6/GNA12/GOLPH3/GPR137/GPR137C/GPR155/GSK3A/HIF1A/ITFG2/KPTN/LAMTOR1/LAMTOR3/LARP1/LIPA/MAPK3/MAPKAP1/MAPKAPK5/MLST8/MTOR/NPRL3/OGT/OTUB1/OTUD5/PDCD6/PIH1D1/PIM1/PRKAA2/PRKACA/PRKACB/PRR5/PRR5L/RICTOR/RNF152/RNF167/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/SEC13/SEH1L/SESN2/SESN3/SMCR8/SYK/TBK1/TIPRL/TMEM127/TSC2/UBE2D1/UBE2N/USP4/USP7/VHL/WAC/YWHAG/ZMPSTE24",71
"GO:0042326","GO:0042326","negative regulation of phosphorylation","126/5323","278/14636",0.00121074127970732,0.0249568928300962,0.0211314437273197,"ABL1/ADAR/ADARB1/ADNP/AIDA/AKT1/AKT1S1/ANKLE2/ATG14/BAK1/BAX/BDKRB2/BMP2/C9orf72/CALM1/CALM2/CALM3/CAMK2N1/CAV1/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CEP85/CHMP6/CNKSR3/CORO1C/CTDSP1/CTDSP2/DAB2IP/DEPTOR/DUSP10/DUSP3/DUSP7/DVL1/EIF4G1/EPHB2/FBLN1/GADD45A/GNAQ/GPD1L/HEG1/HEXIM1/HIPK3/HNRNPU/HSPB1/HYAL2/IMPACT/INHBA/INPP5J/INPP5K/INSM1/IPO5/IPO7/ITGB1BP1/LATS2/LRP6/MAPT/MEN1/MICAL1/MIDN/MVP/MYADM/NCK1/NF2/NNT/NR2F2/OCLN/PAK2/PARD6A/PARK7/PDE4D/PDPK1/PIBF1/PKIB/PKIG/PKN1/PLK1/PPARG/PPIA/PPM1F/PPP1R15B/PPP2CA/PPP2R1A/PPP2R5D/PRDX3/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PRR5L/PTPN1/PTPN2/PTPN6/PTPRJ/PWP1/RASSF2/RGS14/ROCK1/SFN/SFRP1/SIRT2/SLC8A1/SLIT2/SMCR8/SOCS4/SPAG9/SPRED1/SPRY2/SPRY4/TAF7/TARBP2/TERF2IP/TFAP4/TGFB1/TMED2/TRAF3IP1/TRIB2/TRIB3/TSC2/UBASH3B/UCHL1/VPS25/YWHAG/ZC3H12A/ZGPAT",126
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","37/5323","67/14636",0.00123835282441325,0.0252302978873938,0.0213629406377077,"ACD/ACTL6A/ACTR5/ATR/ATRX/AURKB/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DKC1/GCH1/GNL3/HMBOX1/HNRNPD/INO80/INO80D/INO80E/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/NBN/NFRKB/PARN/PKIB/POT1/RAD50/RUVBL1/RUVBL2/SIRT6/TERF2IP/UCHL5/XRCC5",37
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","16/5323","23/14636",0.0012392116695345,0.0252302978873938,0.0213629406377077,"CNOT7/CPEB3/CSDE1/DHX9/HNRNPD/HNRNPU/IGF2BP1/PABPC1/PAIP1/RC3H1/SYNCRIP/TNRC6B/TOB1/YBX1/ZFP36/ZFP36L1",16
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","59/5323","117/14636",0.00124374707895603,0.0252302978873938,0.0213629406377077,"ABL1/ADAM17/ADAMTS1/AKT1/ANAPC5/ANAPC7/APP/ASNS/BRD4/CCNB1/CCND1/CCND2/CCND3/CCNE1/CDC16/CDC20/CDC25A/CDC25B/CDC6/CDCA5/CDK4/CUL4A/CUL4B/DBF4B/DTL/DUSP3/DYNLT3/EGFR/EIF4G1/ESPL1/HES1/HSF1/HSPA2/KLHL18/LGMN/MDM2/MEIS2/MEPCE/MTBP/PLRG1/POLDIP2/PRKCA/PTPN11/RAD51C/RCC2/RDX/RPS6KB1/RPTOR/RRM1/RRM2/SHB/SIN3A/SMOC2/STIL/TFDP1/TTL/UBE2C/USP2/USP22",59
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","70/5323","143/14636",0.0013172128184108,0.0262074573598711,0.0221903188913166,"ADAM17/ARID4A/ARID4B/AXIN1/BMP2/BRMS1/BRMS1L/CAV2/CDH3/CDKN1C/CDKN2B/CHST11/CITED2/DKK3/EID2/FAM89B/FBN1/FBN2/FERMT1/FKBP1A/GLG1/HDAC1/HSP90AB1/HSPA1A/HSPA5/HTRA1/IL17RD/ING1/ING2/ITGA3/ITGA8/LATS2/LTBP1/LTBP4/MEN1/MTMR4/NPNT/OGT/ONECUT2/PDPK1/PEG10/PPARA/PPARG/PPM1A/RASL11B/RBBP4/RBBP7/SAP30/SAP30L/SDCBP/SIN3A/SKI/SLC2A10/SMAD2/SMAD6/SNX25/SPRED1/SPRY2/STRAP/TET1/TGFB1/TGFBR3/TRIM33/TSC22D1/USP15/ZBTB7A/ZEB1/ZEB2/ZNF451/ZNF703",70
"GO:0042026","GO:0042026","protein refolding","18/5323","27/14636",0.00132491745170157,0.0262074573598711,0.0221903188913166,"B2M/CRYAB/DNAJA2/FKBP1A/FKBP1B/HSP90AA1/HSPA13/HSPA14/HSPA1A/HSPA1B/HSPA1L/HSPA2/HSPA5/HSPA6/HSPA7/HSPA8/HSPB1/SNRNP70",18
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","18/5323","27/14636",0.00132491745170157,0.0262074573598711,0.0221903188913166,"ATF6/BAK1/BAX/BCL2L11/COPS5/DAB2IP/DNAJB9/ERN1/HSPA5/NCK1/PIK3R1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/TMEM33/UFL1/XBP1",18
"GO:0035751","GO:0035751","regulation of lysosomal lumen pH","20/5323","31/14636",0.00132951384861722,0.0262074573598711,0.0221903188913166,"ATP6AP1/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V1A/ATP6V1F/ATP6V1H/CLN3/CLN5/CLN6/CREG1/GRN/LAMP1/LAMP2/SNAPIN/SPNS1/TMEM106B/TMEM199/TMEM9/VPS33A",20
"GO:0045738","GO:0045738","negative regulation of DNA repair","19/5323","29/14636",0.0013354791997547,0.0262074573598711,0.0221903188913166,"ABL1/FANCB/HELB/HSF1/KAT5/KLHL15/MAD2L2/MAGEF1/NUDT16L1/OGG1/OTUB1/RECQL5/RMI2/RNF169/SENP3/TFIP11/TP53BP1/TWIST1/UBQLN4",19
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","19/5323","29/14636",0.0013354791997547,0.0262074573598711,0.0221903188913166,"CELF3/CELF4/CIRBP/CLNS1A/DAZAP1/EIF1/EXOSC10/NCBP1/NCL/NUP98/PRDX6/PRMT5/PRPF19/RBM3/RBMX/SF3B4/SNRNP70/UPF1/WDR77",19
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","67/5323","136/14636",0.00133976568662878,0.0262074573598711,0.0221903188913166,"AKAP8/APP/ARPP19/ATAD5/AURKB/AVEN/BABAM1/BRCA1/BRCC3/BRD4/BRSK1/BRSK2/CALM1/CALM2/CALM3/CCNA2/CCNB1/CCND1/CCNG1/CDC25A/CDC25B/CDC6/CDK4/CDK5RAP3/CDK6/CDKN1A/CHFR/DBF4B/DNM2/DTL/ENSA/FHL1/FOXM1/FZR1/HSPA2/HUS1/IER3/ING4/INTS3/KHDRBS1/MASTL/MBTPS2/MIIP/NAE1/NBN/ORC1/PAXIP1/PKMYT1/PLK1/PLK3/PPM1D/PPME1/RAD50/RAD51C/RBBP8/RCC2/RINT1/RNASEH2B/RRM1/SIN3A/SKP2/TOPBP1/UBE2A/USH1C/USP47/VPS4A/WEE1",67
"GO:0001101","GO:0001101","response to acid chemical","58/5323","115/14636",0.00135526605562719,0.0263760916612927,0.022333104544773,"AIFM1/ASS1/BAIAP2/BCL2L1/BCL2L2/CAPN2/CASP3/CDO1/CEBPB/CHUK/COL18A1/COL3A1/COL4A1/COL4A6/CPEB1/CPEB3/CPEB4/CPS1/CRLS1/CYBB/EGFR/FGF21/GCLC/GRIN2D/HNRNPD/HSF1/IGF1R/IPO5/LAMTOR1/LAMTOR3/MMP2/MTHFR/MTOR/NQO1/NTRK2/PCK1/PDGFC/PDGFRA/PDX1/PLEC/PNPLA3/PPP1R9B/RELA/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/SESN2/SESN3/SIX1/SLC7A5/TMBIM6/TUBA1A/UFL1/VEGFA/XBP1/ZEB1",58
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","51/5323","99/14636",0.00142004651814636,0.0274972643968341,0.0232824213820488,"AKT1/ATXN3/AXIN1/BAG6/BCAP31/CAV1/CDC20/CHFR/CLU/CSNK1D/DAB2/DAB2IP/DDA1/DVL1/FBXW7/FMR1/FZR1/GCLC/GSK3A/HECTD1/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/MDM2/NKD2/NUPR1/PLK1/PLK3/PRICKLE1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/RAD23A/RCHY1/RNF185/RNFT2/SGTA/SIRT2/SIRT6/SOCS4/TMX1/TRIB2/TRIB3/USP13/USP5/VCP/ZER1",51
"GO:0043414","GO:0043414","macromolecule methylation","69/5323","141/14636",0.00143441417055731,0.0276358991453102,0.0233998058820351,"AKT1/ALKBH8/ARID4A/ARID4B/ATF7IP/ATRX/BEND3/BMI1/CTCF/EHMT1/EHMT2/EMG1/FBL/FBLL1/FOS/FTSJ1/FTSJ3/GATAD2A/GTPBP3/HELLS/HEMK1/HSD17B10/ICMT/LARP7/LCMT2/MBD3/MECP2/MEPCE/METTL1/METTL23/METTL2B/METTL3/METTL6/MTA2/NOP2/NSUN2/NSUN5/NSUN6/PARP1/PCIF1/PPM1D/PRMT1/PRMT2/PRMT5/PRMT7/RBM15/RBM15B/SETD2/SETD3/SETD6/SLC25A26/SMARCA5/SNRPB/SNRPD1/SNRPD2/SNRPD3/TARBP1/TFB1M/THADA/THUMPD2/TRMT1/TRMT112/TRMT2B/TRMT61A/TYW3/WDR4/WDR6/ZC3H13/ZMPSTE24",69
"GO:0008033","GO:0008033","tRNA processing","57/5323","113/14636",0.00147691486822585,0.0283124580238896,0.0239726602821502,"ADAT2/AKT1/ALKBH1/ALKBH8/CLP1/DDX1/DPH3/DTWD2/DUS1L/DUS3L/ELP2/ELP4/FTSJ1/GRSF1/GTPBP3/HSD17B10/LAGE3/LCMT2/LSM6/METTL1/METTL2B/METTL6/MOCS3/NAT10/NSUN2/NSUN6/OSGEPL1/POP1/POP4/PUS1/PUS7/RPP14/RPP30/RPP40/RPUSD4/TARBP1/THADA/THG1L/THUMPD2/TRIT1/TRMT1/TRMT11/TRMT112/TRMT2B/TRMT61A/TRMU/TRPT1/TRUB1/TRUB2/TSEN34/TSEN54/TYW1B/TYW3/TYW5/URM1/WDR4/WDR6",57
"GO:0046034","GO:0046034","ATP metabolic process","84/5323","177/14636",0.00152059168855362,0.0290047190742019,0.0245588099895227,"ABCC6/ADCY10/AK1/AK4/ALDOA/ALDOC/APP/ATP6V0C/ATP6V1A/ATP6V1B1/ATP6V1B2/BAD/BEND3/CTNS/DDIT4/DHTKD1/DNAJC30/EIF6/ENO1/ENO3/FIS1/FKRP/FOXK1/FOXK2/GIT1/GPI/HIF1A/HK1/HSPA1A/HSPA1B/HSPA8/IER3/INSR/LIPA/MLST8/MTOR/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NT5E/NUDT5/NUPR1/OGDH/OGT/OLA1/PARP1/PFKL/PGAM1/PPARA/PPARGC1A/PPP2CA/PRKAA2/PRKACA/RPTOR/SDHC/SIRT6/SLC25A13/SLC25A25/SLC2A6/SPHK2/STAT3/TGFB1/TMSB4X/TPI1/TSPO/UCP2/VCP/ZBTB7A",84
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","34/5323","61/14636",0.00155456784128421,0.0295060054627904,0.0249832580642027,"ABL1/ADCY10/AIFM1/ASCL1/BACE1/BAX/BCL2L11/CASP2/CASP3/CASP7/CDC42/CDK5/CDK5R1/CTNNB1/DDIT3/EPHA7/FBXW7/GCH1/GRN/GSK3A/ITGA1/MAP2K4/MAP3K11/MMP2/MYB/MYBL2/NFATC4/NQO1/NUPR1/POU4F1/RIPK1/SRPK2/ST8SIA2/TFAP2A",34
"GO:0048255","GO:0048255","mRNA stabilization","28/5323","48/14636",0.00156904769460671,0.0296341323207986,0.0250917453469903,"ANGEL2/CIRBP/CSDE1/DHX9/E2F1/ELAVL1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPU/IGF2BP1/IGF2BP2/LARP1/LARP1B/LARP4B/MAPKAPK2/PABPC1/PAIP1/QKI/RBM10/RBM24/SYNCRIP/TIRAP/TRAF2/TRAF5/YBX1/ZFP36",28
